itinerary_id,trip_id,name,version,is_active,generated_by,total_cost,currency,total_duration_minutes,total_carbon_kg,optimizer_weights,status,created_at,updated_at,day_number,activity_title,description,time_slot
itn_3fc7447f,trp_c59e8ff4,Visakhapatnam plan v2,2,1,agent,11300.00,INR,615,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Visakhapatnam Fine Dining Luncheon & Vintage High Tea,In Visakhapatnam: Sample gourmet fusion gastronomy followed by an opulent afternoon tea service.,afternoon
itn_5d4a4726,trp_299b74ad,Bhubaneswar plan v1,1,1,optimizer,20900.00,INR,825,11.3,,active,2026-06-23T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Bhubaneswar Exclusive Sunset Cruise & Chef's Degustation,In Bhubaneswar: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_629d1e79,trp_6579c710,Hampi plan v1,1,1,user,17450.00,INR,885,12.5,,active,2026-05-03T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Hampi Dawn Meditation & Pranayama in Garden Pavilions,In Hampi: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_e102e483,trp_9f0e2c12,Panaji plan v1,1,1,user,9100.00,INR,390,6.5,,active,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Panaji Old Town Heritage Bazaar & Artisan Lane,"In Panaji: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_918cc40d,trp_ca70f1c6,Leh plan v1,1,1,user,16800.00,INR,825,12.5,,active,2026-06-05T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Leh Exclusive Sunset Cruise & Chef's Degustation,In Leh: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_0e82312c,trp_5f84d260,Gangtok plan v1,1,0,ai_planner,17050.00,INR,1830,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Gangtok Dawn Meditation & Pranayama in Garden Pavilions,In Gangtok: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_a9f581d4,trp_5f84d260,Gangtok plan v2,2,0,agent,5750.00,INR,1500,10.8,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Gangtok Ayurvedic Herbal Therapy & Botanical Walk,In Gangtok: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_ea79e4b0,trp_5f84d260,Gangtok plan v3,3,1,optimizer,14150.00,INR,1185,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Gangtok Tranquil Waterfront Sunset & Sound Bath,In Gangtok: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_639774f6,trp_2f330bc2,Panaji plan v1,1,1,optimizer,27400.00,INR,1050,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-08T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Panaji Self-Guided Architectural Walking Trail,"In Panaji: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_a6262c9f,trp_3b4b53a6,Hyderabad plan v1,1,1,ai_planner,19500.00,INR,1485,13.7,,active,2026-06-16T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Hyderabad Old Town Heritage Bazaar & Artisan Lane,"In Hyderabad: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_5425528a,trp_42b0f9e2,Ahmedabad plan v1,1,1,optimizer,16550.00,INR,1575,12.5,,active,2026-06-10T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Ahmedabad Bustling Night Bazaar & Budget Food Street,In Ahmedabad: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_d4edebbb,trp_8ec37f48,Pondicherry plan v1,1,1,agent,27150.00,INR,1440,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Pondicherry Historic Citadel & Royal Palace Morning Tour,"In Pondicherry: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_f2e815ac,trp_1bb1485b,Darjeeling plan v1,1,1,ai_planner,9150.00,INR,570,6.5,,active,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Darjeeling Ayurvedic Herbal Therapy & Botanical Walk,In Darjeeling: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_bbcd0e40,trp_12961d3c,Gangtok plan v1,1,1,ai_planner,10200.00,INR,735,8.9,,active,2026-07-17T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Gangtok Traditional Folk Performance & Heritage Feast,In Gangtok: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_76c31652,trp_411ac676,Ahmedabad plan v1,1,1,user,16000.00,INR,1485,12.5,,active,2026-06-14T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Ahmedabad Self-Guided Architectural Walking Trail,"In Ahmedabad: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_3707cd51,trp_75b9d7b8,Bhuj plan v1,1,1,ai_planner,19450.00,INR,945,12.5,,active,2026-07-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Bhuj Artisan Pottery Workshop & Museum Visit,In Bhuj: Observe heritage clay craftsmanship and unhurriedly tour curated regional art collections.,afternoon
itn_d2575128,trp_d46d667f,Ahmedabad plan v1,1,1,agent,9150.00,MVR,1470,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-31T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Ahmedabad Traditional Folk Performance & Heritage Feast,In Ahmedabad: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_1f7f5f15,trp_4e648420,Agra plan v1,1,1,ai_planner,8250.00,INR,1320,12.0,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-17T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Agra Botanical Gardens & Heritage Tea Stroll,In Agra: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_961e6880,trp_d17c30b0,Panaji plan v1,1,1,optimizer,9850.00,INR,600,8.9,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-05T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Panaji Public Park Relaxation & City Museum,In Panaji: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_a60a2b6d,trp_37763b22,Guwahati plan v1,1,1,optimizer,20600.00,INR,1350,13.7,,active,2026-07-09T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Guwahati Tranquil Waterfront Sunset & Sound Bath,In Guwahati: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_468f6f19,trp_19a962e4,Leh plan v1,1,1,ai_planner,5850.00,INR,420,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-01T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Leh Private Chauffeur Landmark & Palace Tour,In Leh: VIP skip-the-line access to private palace wings and exclusive curatorial collections.,morning
itn_9e20db77,trp_d98bd293,Guwahati plan v1,1,1,ai_planner,18850.00,INR,975,11.3,,active,2026-06-04T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Guwahati Fine Dining Luncheon & Vintage High Tea,In Guwahati: Sample gourmet fusion gastronomy followed by an opulent afternoon tea service.,afternoon
itn_1bdd9c00,trp_4950beba,Gokarna plan v1,1,1,optimizer,22150.00,INR,1320,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-01T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Gokarna Bustling Night Bazaar & Budget Food Street,In Gokarna: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_3a933f70,trp_0bf61ffe,Doha plan v1,1,1,agent,7683.54,BTN,945,8.9,,active,2026-06-11T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Doha Sunrise Ridge Hike & Panoramic Viewpoint,In Doha: Venture along scenic hillside trails offering uninhibited dawn views of the surrounding valleys.,morning
itn_feba33c4,trp_0cf04e06,Thiruvananthapuram plan v1,1,0,optimizer,700.00,INR,1320,10.8,,active,2026-06-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Thiruvananthapuram Ayurvedic Herbal Therapy & Botanical Walk,In Thiruvananthapuram: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_8f3ba0c3,trp_0cf04e06,Thiruvananthapuram plan v2,2,1,user,21450.00,INR,1755,12.5,,active,2026-05-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Thiruvananthapuram Tranquil Waterfront Sunset & Sound Bath,In Thiruvananthapuram: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_2ba21411,trp_6ff162fb,Zurich plan v1,1,0,agent,2107.63,THB,315,5.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-04-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Zurich Dawn Meditation & Pranayama in Garden Pavilions,In Zurich: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_e244212d,trp_6ff162fb,Zurich plan v2,2,0,ai_planner,55.13,THB,480,6.0,,active,2026-04-24T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Zurich Ayurvedic Herbal Therapy & Botanical Walk,In Zurich: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_fd1cda69,trp_6ff162fb,Zurich plan v3,3,1,optimizer,2108.68,THB,375,5.3,,active,2026-05-14T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Zurich Tranquil Waterfront Sunset & Sound Bath,In Zurich: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_1f953000,trp_f61c2fce,Udaipur plan v1,1,1,user,9550.00,INR,690,6.5,,active,2026-05-10T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Lake Pichola Morning Boat Cruise,Tranquil waters reflecting Jag Mandir and the Aravalli hills in soft golden morning sunlight.,morning
itn_5e3982b7,trp_57a36f81,Shimla plan v1,1,1,agent,3212.50,MVR,1080,12.5,,active,2026-05-23T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Shimla Public Park Relaxation & City Museum,In Shimla: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_f62602fb,trp_82116fda,Aurangabad plan v1,1,0,optimizer,18750.00,INR,1215,11.3,,active,2026-05-09T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Aurangabad Exclusive Sunset Cruise & Chef's Degustation,In Aurangabad: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_7da45e06,trp_82116fda,Aurangabad plan v2,2,1,user,21350.00,INR,1350,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-10T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Aurangabad Private Chauffeur Landmark & Palace Tour,In Aurangabad: VIP skip-the-line access to private palace wings and exclusive curatorial collections.,morning
itn_0f4fe41a,trp_f57f5855,Kuala Lumpur plan v1,1,1,ai_planner,17862.77,LKR,495,6.5,,active,2026-07-01T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Kuala Lumpur Old Town Heritage Bazaar & Artisan Lane,"In Kuala Lumpur: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_b7ebfae3,trp_00dab028,Varanasi plan v1,1,1,ai_planner,13550.00,INR,585,10.1,,active,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Kachori Gali & Blue Lassi Culinary Walk,"Relish piping-hot puris, malaiyo winter foam dessert, and authentic clay pot lassis.",evening
itn_12b44f33,trp_df3f7a38,Jodhpur plan v1,1,1,optimizer,27050.00,INR,1215,12.5,,active,2026-04-22T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Jodhpur Sunrise Ridge Hike & Panoramic Viewpoint,In Jodhpur: Venture along scenic hillside trails offering uninhibited dawn views of the surrounding valleys.,morning
itn_b5943ab4,trp_2f814928,Kochi plan v1,1,1,user,10650.00,INR,1635,12.5,,active,2026-04-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kochi Old Town Heritage Bazaar & Artisan Lane,"In Kochi: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_d6535a1e,trp_8adc5179,Tirupati plan v1,1,1,ai_planner,2932200.00,IDR,1035,13.7,,active,2026-07-06T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Tirupati Bustling Night Bazaar & Budget Food Street,In Tirupati: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_ccab43e5,trp_4171ee4e,Amritsar plan v1,1,1,user,5200.00,INR,495,4.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Amritsar Botanical Gardens & Heritage Tea Stroll,In Amritsar: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_f80fa3a8,trp_cfa5ee66,Colombo plan v1,1,1,agent,13312.50,NPR,555,6.0,,active,2026-05-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Colombo Old Town Heritage Bazaar & Artisan Lane,"In Colombo: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_c47747db,trp_604a54fd,Gokarna plan v1,1,1,ai_planner,17800.00,INR,1545,13.7,,active,2026-04-25T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Gokarna Traditional Folk Performance & Heritage Feast,In Gokarna: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_921be524,trp_e31ab00a,Doha plan v1,1,1,optimizer,12786.24,INR,1770,12.5,,active,2026-04-28T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Doha Dawn Meditation & Pranayama in Garden Pavilions,In Doha: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_f2507496,trp_2a380c8a,Dubai plan v1,1,1,ai_planner,7738.14,BTN,480,8.9,,active,2026-05-27T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Dubai Artisan Pottery Workshop & Museum Visit,In Dubai: Observe heritage clay craftsmanship and unhurriedly tour curated regional art collections.,afternoon
itn_6d38e158,trp_10f1523f,Manali plan v1,1,1,ai_planner,18800.00,INR,1140,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-14T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Manali Campfire Astronomy & Stargazing Session,In Manali: Gather under clear celestial skies for stargazing and stories of regional explorer folklore.,evening
itn_f3ae7449,trp_07ee6d2b,Lucknow plan v1,1,1,ai_planner,6850.00,INR,630,5.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Lucknow Botanical Gardens & Heritage Tea Stroll,In Lucknow: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_1c5082da,trp_776da560,Varanasi plan v1,1,1,agent,32150.00,INR,1365,13.7,,active,2026-05-05T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Bharat Kala Bhavan Archaeological Museum,"BHU campus treasure trove of terracotta figurines, miniature art, and ancient manuscripts.",afternoon
itn_71332bea,trp_e53d9a08,Tirupati plan v1,1,0,agent,26550.00,INR,885,11.3,,active,2026-06-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Tirupati Tranquil Waterfront Sunset & Sound Bath,In Tirupati: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_2e3cdf2b,trp_e53d9a08,Tirupati plan v2,2,1,ai_planner,26850.00,INR,1170,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-28T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Tirupati Dawn Meditation & Pranayama in Garden Pavilions,In Tirupati: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_bf746f8d,trp_cef915ff,Bhubaneswar plan v1,1,1,ai_planner,24300.00,INR,1050,12.5,,active,2026-04-25T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Bhubaneswar Fine Dining Luncheon & Vintage High Tea,In Bhubaneswar: Sample gourmet fusion gastronomy followed by an opulent afternoon tea service.,afternoon
itn_ba04e39f,trp_dbe8a03a,Alleppey plan v1,1,0,optimizer,12850.00,INR,1140,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Alleppey Tranquil Waterfront Sunset & Sound Bath,In Alleppey: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_20a754a1,trp_dbe8a03a,Alleppey plan v2,2,0,user,10200.00,INR,1020,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Alleppey Dawn Meditation & Pranayama in Garden Pavilions,In Alleppey: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_ceb43bd8,trp_dbe8a03a,Alleppey plan v3,3,1,agent,11900.00,INR,1005,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-12T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Alleppey Ayurvedic Herbal Therapy & Botanical Walk,In Alleppey: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_291eb974,trp_c946e9df,Nainital plan v1,1,1,agent,20250.00,INR,1590,12.5,,active,2026-06-19T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Nainital Traditional Folk Performance & Heritage Feast,In Nainital: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_d2946981,trp_03ce3598,Visakhapatnam plan v1,1,1,agent,19800.00,INR,1005,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-16T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Visakhapatnam Self-Guided Architectural Walking Trail,"In Visakhapatnam: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_964c3491,trp_f6a466fb,Kandy plan v1,1,0,user,16197.50,INR,630,10.1,,active,2026-06-08T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kandy Public Park Relaxation & City Museum,In Kandy: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_35f53f91,trp_f6a466fb,Kandy plan v2,2,0,ai_planner,19925.00,INR,450,8.9,,active,2026-05-03T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kandy Bustling Night Bazaar & Budget Food Street,In Kandy: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_9a42fa31,trp_f6a466fb,Kandy plan v3,3,1,optimizer,24007.50,INR,900,10.1,,active,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Kandy Self-Guided Architectural Walking Trail,"In Kandy: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_6e95a86b,trp_f9407f9b,Alleppey plan v1,1,1,ai_planner,13200.00,INR,1380,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-06T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Alleppey Ayurvedic Herbal Therapy & Botanical Walk,In Alleppey: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_8f20a081,trp_45ab4600,Pune plan v1,1,1,ai_planner,23850.00,INR,1305,11.3,,active,2026-06-03T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Pune Bustling Night Bazaar & Budget Food Street,In Pune: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_ba322289,trp_bd664180,Rishikesh plan v1,1,1,optimizer,23650.00,INR,765,8.9,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-14T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Rishikesh Botanical Gardens & Heritage Tea Stroll,In Rishikesh: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_5f9320d3,trp_924dd4a3,Manali plan v1,1,1,ai_planner,1472.00,SGD,1140,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-04-25T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Manali River Expedition & Nature Wilderness Trek,"In Manali: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_a8df5235,trp_81b0e4f1,Thanjavur plan v1,1,1,optimizer,25600.00,INR,1365,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Thanjavur Exclusive Sunset Cruise & Chef's Degustation,In Thanjavur: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_6b9ff2f4,trp_d2c39f89,Manali plan v1,1,1,optimizer,11100.00,INR,1095,11.3,,active,2026-06-24T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Manali Dawn Meditation & Pranayama in Garden Pavilions,In Manali: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_c9ce0aa5,trp_f9b54c2c,Amritsar plan v1,1,1,optimizer,27350.00,INR,1425,13.7,,active,2026-04-24T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Amritsar Old Town Heritage Bazaar & Artisan Lane,"In Amritsar: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_c83a66e3,trp_89ad1eee,Ooty plan v1,1,1,optimizer,10000.00,NPR,345,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-10T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Ooty Traditional Folk Performance & Heritage Feast,In Ooty: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_9f050aab,trp_7f4c80ca,Tirupati plan v1,1,0,optimizer,9250.00,INR,1215,12.0,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-11T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Tirupati Historic Citadel & Royal Palace Morning Tour,"In Tirupati: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_0e3177ff,trp_7f4c80ca,Tirupati plan v2,2,1,ai_planner,22150.00,INR,1245,13.7,,active,2026-05-09T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Tirupati Old Town Heritage Bazaar & Artisan Lane,"In Tirupati: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_ebbfecc5,trp_97869c6a,Kathmandu plan v1,1,1,user,11900.00,INR,885,8.9,,active,2026-05-06T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Kathmandu Traditional Folk Performance & Heritage Feast,In Kathmandu: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_83d92b37,trp_360afa3a,Mysuru plan v1,1,1,ai_planner,6025.00,MVR,765,10.1,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Mysuru Botanical Gardens & Heritage Tea Stroll,In Mysuru: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_9546f24b,trp_8b6125c3,Pondicherry plan v1,1,1,user,20350.00,INR,1530,12.5,,active,2026-05-21T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Pondicherry Old Town Heritage Bazaar & Artisan Lane,"In Pondicherry: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_c49c528c,trp_f25ef2fa,Kuala Lumpur plan v1,1,1,ai_planner,17827.58,INR,1335,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-09T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Kuala Lumpur Traditional Folk Performance & Heritage Feast,In Kuala Lumpur: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_22f71d89,trp_db7b894e,Bengaluru plan v1,1,1,ai_planner,6750.00,INR,1200,12.0,,active,2026-06-06T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Bengaluru Historic Citadel & Royal Palace Morning Tour,"In Bengaluru: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_60b78529,trp_08207645,Shimla plan v1,1,0,ai_planner,12800.00,BTN,1200,11.3,,active,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Shimla River Expedition & Nature Wilderness Trek,"In Shimla: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_73027987,trp_08207645,Shimla plan v2,2,1,user,11150.00,BTN,1365,12.5,,active,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Shimla Campfire Astronomy & Stargazing Session,In Shimla: Gather under clear celestial skies for stargazing and stories of regional explorer folklore.,evening
itn_fff678eb,trp_bc925fdc,Ooty plan v1,1,1,ai_planner,22850.00,INR,930,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Ooty Dawn Meditation & Pranayama in Garden Pavilions,In Ooty: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_e46adb34,trp_4a6fffa7,Bhubaneswar plan v1,1,1,ai_planner,22400.00,INR,1425,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-05T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Bhubaneswar River Expedition & Nature Wilderness Trek,"In Bhubaneswar: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_9b6a9611,trp_fda57035,Bali plan v1,1,1,optimizer,483000.00,INR,1365,12.5,,active,2026-05-28T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Bali Tranquil Waterfront Sunset & Sound Bath,In Bali: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_920d6510,trp_c795bd25,Abu Dhabi plan v1,1,1,ai_planner,35914.56,LKR,1650,13.7,,active,2026-06-15T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Abu Dhabi Historic Citadel & Royal Palace Morning Tour,"In Abu Dhabi: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_8864af49,trp_64030cdd,Darjeeling plan v1,1,1,agent,20500.00,INR,810,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-10T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Darjeeling Ayurvedic Herbal Therapy & Botanical Walk,In Darjeeling: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_a8a0f0fc,trp_61372035,Colombo plan v1,1,0,optimizer,51225.00,INR,1260,12.5,,active,2026-05-25T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Colombo Traditional Folk Performance & Heritage Feast,In Colombo: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
