landmark_id,city_id,name,kind,lat,lng,description
lmk_0606,cty_caf3c1ee,Bhuj Botanical Leisure Garden,park,23.213458,69.633772,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0607,cty_43d0a650,Panaji District Metro Link,transit_hub,15.450601,73.780552,Rapid transit access within a 5-minute walk of Riverside Residency Boutique Stay.
lmk_0608,cty_43d0a650,Panaji Cultural Craft Lane,bazaar,15.441811,73.772597,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0609,cty_43d0a650,Panaji Botanical Leisure Garden,park,15.449094,73.783682,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0610,cty_43d0a650,Panaji District Metro Link,transit_hub,15.457974,73.828643,Rapid transit access within a 5-minute walk of The Sanctuary Homestay.
lmk_0611,cty_43d0a650,Panaji Cultural Craft Lane,bazaar,15.45452,73.831309,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0612,cty_43d0a650,Panaji Botanical Leisure Garden,park,15.471326,73.838053,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0613,cty_43d0a650,Panaji District Metro Link,transit_hub,15.485858,73.773123,Rapid transit access within a 5-minute walk of Indigo Retreat by the Lake.
lmk_0614,cty_43d0a650,Panaji Cultural Craft Lane,bazaar,15.487806,73.768509,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0615,cty_43d0a650,Panaji Botanical Leisure Garden,park,15.475719,73.779632,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0616,cty_43d0a650,Panaji District Metro Link,transit_hub,15.534058,73.826522,Rapid transit access within a 5-minute walk of Lake Ghat House Boutique Stay.
lmk_0617,cty_43d0a650,Panaji Cultural Craft Lane,bazaar,15.542188,73.832689,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0618,cty_43d0a650,Panaji Botanical Leisure Garden,park,15.542227,73.823585,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0619,cty_43d0a650,Panaji District Metro Link,transit_hub,15.516525,73.822366,Rapid transit access within a 5-minute walk of Indigo Kothi Heritage.
lmk_0620,cty_43d0a650,Panaji Cultural Craft Lane,bazaar,15.505966,73.820849,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0621,cty_43d0a650,Panaji Botanical Leisure Garden,park,15.505302,73.827981,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0622,cty_17b8ef2f,Bengaluru District Metro Link,transit_hub,12.959548,77.55751,Rapid transit access within a 5-minute walk of Hillview Kothi Boutique Stay.
lmk_0623,cty_17b8ef2f,Bengaluru Cultural Craft Lane,bazaar,12.961495,77.568844,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0624,cty_17b8ef2f,Bengaluru Botanical Leisure Garden,park,12.967164,77.561975,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0625,cty_17b8ef2f,Bengaluru District Metro Link,transit_hub,12.982451,77.622185,Rapid transit access within a 5-minute walk of Hotel Residency Homestay.
lmk_0626,cty_17b8ef2f,Bengaluru Cultural Craft Lane,bazaar,12.975995,77.610273,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0627,cty_17b8ef2f,Bengaluru Botanical Leisure Garden,park,12.99119,77.616916,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0628,cty_17b8ef2f,Bengaluru District Metro Link,transit_hub,12.981635,77.65179,Rapid transit access within a 5-minute walk of Lake Residency Suites.
lmk_0629,cty_17b8ef2f,Bengaluru Cultural Craft Lane,bazaar,12.984972,77.658056,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0630,cty_17b8ef2f,Bengaluru Botanical Leisure Garden,park,12.973251,77.665372,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0631,cty_17b8ef2f,Bengaluru District Metro Link,transit_hub,12.937769,77.547202,Rapid transit access within a 5-minute walk of Grand Meadows Boutique Stay.
lmk_0632,cty_17b8ef2f,Bengaluru Cultural Craft Lane,bazaar,12.941223,77.544565,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0633,cty_17b8ef2f,Bengaluru Botanical Leisure Garden,park,12.925218,77.538638,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0634,cty_17b8ef2f,Bengaluru District Metro Link,transit_hub,12.936181,77.649065,Rapid transit access within a 5-minute walk of The Old Mahal Inn.
lmk_0635,cty_17b8ef2f,Bengaluru Cultural Craft Lane,bazaar,12.930318,77.637402,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0636,cty_17b8ef2f,Bengaluru Botanical Leisure Garden,park,12.92622,77.637516,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0637,cty_8fc1539e,Mysuru District Metro Link,transit_hub,12.276845,76.687004,Rapid transit access within a 5-minute walk of The Old Sarovar Resort.
lmk_0638,cty_8fc1539e,Mysuru Cultural Craft Lane,bazaar,12.268731,76.680354,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0639,cty_8fc1539e,Mysuru Botanical Leisure Garden,park,12.282692,76.671576,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0640,cty_8fc1539e,Mysuru District Metro Link,transit_hub,12.305254,76.629862,Rapid transit access within a 5-minute walk of Heritage Residency Inn.
lmk_0641,cty_8fc1539e,Mysuru Cultural Craft Lane,bazaar,12.306822,76.627761,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0642,cty_8fc1539e,Mysuru Botanical Leisure Garden,park,12.315419,76.63339,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0643,cty_8fc1539e,Mysuru District Metro Link,transit_hub,12.251983,76.63479,Rapid transit access within a 5-minute walk of Amber Palms by the Lake.
lmk_0644,cty_8fc1539e,Mysuru Cultural Craft Lane,bazaar,12.245877,76.638205,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0645,cty_8fc1539e,Mysuru Botanical Leisure Garden,park,12.258458,76.631995,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0646,cty_8fc1539e,Mysuru District Metro Link,transit_hub,12.236078,76.678034,Rapid transit access within a 5-minute walk of Heritage Vihar by the Lake.
lmk_0647,cty_8fc1539e,Mysuru Cultural Craft Lane,bazaar,12.241399,76.67311,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0648,cty_8fc1539e,Mysuru Botanical Leisure Garden,park,12.224025,76.672729,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0649,cty_8fc1539e,Mysuru District Metro Link,transit_hub,12.291475,76.572837,Rapid transit access within a 5-minute walk of Lake Regency Inn.
lmk_0650,cty_8fc1539e,Mysuru Cultural Craft Lane,bazaar,12.286077,76.585564,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0651,cty_8fc1539e,Mysuru Botanical Leisure Garden,park,12.28523,76.587793,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0652,cty_bbb31d67,Hampi District Metro Link,transit_hub,15.298742,76.493835,Rapid transit access within a 5-minute walk of Grand Kothi & Spa.
lmk_0653,cty_bbb31d67,Hampi Cultural Craft Lane,bazaar,15.293822,76.488338,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0654,cty_bbb31d67,Hampi Botanical Leisure Garden,park,15.290438,76.506009,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0655,cty_bbb31d67,Hampi District Metro Link,transit_hub,15.376293,76.417279,Rapid transit access within a 5-minute walk of The Courtyard by the Lake.
lmk_0656,cty_bbb31d67,Hampi Cultural Craft Lane,bazaar,15.381481,76.416861,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0657,cty_bbb31d67,Hampi Botanical Leisure Garden,park,15.367911,76.404566,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0658,cty_bbb31d67,Hampi District Metro Link,transit_hub,15.37867,76.441441,Rapid transit access within a 5-minute walk of Amber Palms.
lmk_0659,cty_bbb31d67,Hampi Cultural Craft Lane,bazaar,15.373482,76.441859,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0660,cty_bbb31d67,Hampi Botanical Leisure Garden,park,15.386545,76.453167,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0661,cty_bbb31d67,Hampi District Metro Link,transit_hub,15.350636,76.494245,Rapid transit access within a 5-minute walk of Palm Regency Boutique Stay.
lmk_0662,cty_bbb31d67,Hampi Cultural Craft Lane,bazaar,15.351629,76.496717,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0663,cty_bbb31d67,Hampi Botanical Leisure Garden,park,15.342567,76.501586,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0664,cty_bbb31d67,Hampi District Metro Link,transit_hub,15.335383,76.452174,Rapid transit access within a 5-minute walk of Indigo Niwas Resort.
lmk_0665,cty_bbb31d67,Hampi Cultural Craft Lane,bazaar,15.338326,76.456624,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0666,cty_bbb31d67,Hampi Botanical Leisure Garden,park,15.341236,76.43924,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0667,cty_a97c33ad,Gokarna District Metro Link,transit_hub,14.529462,74.266,Rapid transit access within a 5-minute walk of Palm Kothi Inn.
lmk_0668,cty_a97c33ad,Gokarna Cultural Craft Lane,bazaar,14.518534,74.266938,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0669,cty_a97c33ad,Gokarna Botanical Leisure Garden,park,14.530981,74.270557,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0670,cty_a97c33ad,Gokarna District Metro Link,transit_hub,14.543399,74.29823,Rapid transit access within a 5-minute walk of Heritage Mahal Resort.
lmk_0671,cty_a97c33ad,Gokarna Cultural Craft Lane,bazaar,14.553958,74.299741,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0672,cty_a97c33ad,Gokarna Botanical Leisure Garden,park,14.555411,74.29188,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0673,cty_a97c33ad,Gokarna District Metro Link,transit_hub,14.549351,74.297139,Rapid transit access within a 5-minute walk of The Bagh Resort.
lmk_0674,cty_a97c33ad,Gokarna Cultural Craft Lane,bazaar,14.551298,74.30855,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0675,cty_a97c33ad,Gokarna Botanical Leisure Garden,park,14.556967,74.301634,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0676,cty_a97c33ad,Gokarna District Metro Link,transit_hub,14.600194,74.316054,Rapid transit access within a 5-minute walk of The Old Orchard & Spa.
lmk_0677,cty_a97c33ad,Gokarna Cultural Craft Lane,bazaar,14.588747,74.313734,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0678,cty_a97c33ad,Gokarna Botanical Leisure Garden,park,14.593929,74.29767,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0679,cty_a97c33ad,Gokarna District Metro Link,transit_hub,14.495211,74.352096,Rapid transit access within a 5-minute walk of Casa Meadows Heritage.
lmk_0680,cty_a97c33ad,Gokarna Cultural Craft Lane,bazaar,14.502973,74.361505,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0681,cty_a97c33ad,Gokarna Botanical Leisure Garden,park,14.508977,74.356449,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0682,cty_f8b75f8e,Chennai District Metro Link,transit_hub,13.135933,80.328454,Rapid transit access within a 5-minute walk of The Old Niwas Boutique Stay.
lmk_0683,cty_f8b75f8e,Chennai Cultural Craft Lane,bazaar,13.147312,80.327124,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0684,cty_f8b75f8e,Chennai Botanical Leisure Garden,park,13.13018,80.332361,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0685,cty_f8b75f8e,Chennai District Metro Link,transit_hub,13.139058,80.328551,Rapid transit access within a 5-minute walk of Grand Courtyard.
lmk_0686,cty_f8b75f8e,Chennai Cultural Craft Lane,bazaar,13.144456,80.315781,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0687,cty_f8b75f8e,Chennai Botanical Leisure Garden,park,13.146011,80.312708,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0688,cty_f8b75f8e,Chennai District Metro Link,transit_hub,13.123469,80.248858,Rapid transit access within a 5-minute walk of Palm Retreat Heritage.
lmk_0689,cty_f8b75f8e,Chennai Cultural Craft Lane,bazaar,13.130425,80.249025,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0690,cty_f8b75f8e,Chennai Botanical Leisure Garden,park,13.129989,80.262312,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0691,cty_f8b75f8e,Chennai District Metro Link,transit_hub,13.024956,80.294074,Rapid transit access within a 5-minute walk of Hotel Niwas by the Lake.
lmk_0692,cty_f8b75f8e,Chennai Cultural Craft Lane,bazaar,13.021372,80.29499,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0693,cty_f8b75f8e,Chennai Botanical Leisure Garden,park,13.030069,80.311189,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0694,cty_f8b75f8e,Chennai District Metro Link,transit_hub,13.063668,80.251966,Rapid transit access within a 5-minute walk of Heritage Manor Homestay.
lmk_0695,cty_f8b75f8e,Chennai Cultural Craft Lane,bazaar,13.067082,80.239791,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0696,cty_f8b75f8e,Chennai Botanical Leisure Garden,park,13.057256,80.255006,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0697,cty_3503e391,Madurai District Metro Link,transit_hub,9.912614,78.117288,Rapid transit access within a 5-minute walk of Riverside Mahal Homestay.
lmk_0698,cty_3503e391,Madurai Cultural Craft Lane,bazaar,9.910052,78.116952,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0699,cty_3503e391,Madurai Botanical Leisure Garden,park,9.910517,78.106602,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0700,cty_3503e391,Madurai District Metro Link,transit_hub,9.899462,78.182908,Rapid transit access within a 5-minute walk of Lake Nest Boutique Stay.
lmk_0701,cty_3503e391,Madurai Cultural Craft Lane,bazaar,9.898554,78.171815,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0702,cty_3503e391,Madurai Botanical Leisure Garden,park,9.914762,78.174255,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0703,cty_3503e391,Madurai District Metro Link,transit_hub,9.895116,78.130066,Rapid transit access within a 5-minute walk of The Old Nest Homestay.
lmk_0704,cty_3503e391,Madurai Cultural Craft Lane,bazaar,9.897832,78.132536,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0705,cty_3503e391,Madurai Botanical Leisure Garden,park,9.889356,78.117468,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0706,cty_3503e391,Madurai District Metro Link,transit_hub,9.873627,78.160871,Rapid transit access within a 5-minute walk of The Old Sanctuary Homestay.
lmk_0707,cty_3503e391,Madurai Cultural Craft Lane,bazaar,9.878074,78.162848,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0708,cty_3503e391,Madurai Botanical Leisure Garden,park,9.87137,78.171548,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0709,cty_3503e391,Madurai District Metro Link,transit_hub,9.946289,78.119681,Rapid transit access within a 5-minute walk of Hotel Nest Suites.
lmk_0710,cty_3503e391,Madurai Cultural Craft Lane,bazaar,9.939464,78.13125,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0711,cty_3503e391,Madurai Botanical Leisure Garden,park,9.937472,78.114604,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0712,cty_7fc82336,Ooty District Metro Link,transit_hub,11.469546,76.679853,Rapid transit access within a 5-minute walk of Riverside Sarovar Boutique Stay.
lmk_0713,cty_7fc82336,Ooty Cultural Craft Lane,bazaar,11.462204,76.681593,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0714,cty_7fc82336,Ooty Botanical Leisure Garden,park,11.464193,76.675956,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0715,cty_7fc82336,Ooty District Metro Link,transit_hub,11.463302,76.740232,Rapid transit access within a 5-minute walk of Royal Orchard Heritage.
lmk_0716,cty_7fc82336,Ooty Cultural Craft Lane,bazaar,11.458155,76.734614,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0717,cty_7fc82336,Ooty Botanical Leisure Garden,park,11.463314,76.734455,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0718,cty_7fc82336,Ooty District Metro Link,transit_hub,11.418518,76.686723,Rapid transit access within a 5-minute walk of The Vihar Suites  .
lmk_0719,cty_7fc82336,Ooty Cultural Craft Lane,bazaar,11.431799,76.68694,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0720,cty_7fc82336,Ooty Botanical Leisure Garden,park,11.418595,76.697064,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0721,cty_7fc82336,Ooty District Metro Link,transit_hub,11.372234,76.710356,Rapid transit access within a 5-minute walk of Royal Meadows Boutique Stay.
lmk_0722,cty_7fc82336,Ooty Cultural Craft Lane,bazaar,11.365406,76.708111,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0723,cty_7fc82336,Ooty Botanical Leisure Garden,park,11.37377,76.723648,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0724,cty_7fc82336,Ooty District Metro Link,transit_hub,11.362226,76.737345,Rapid transit access within a 5-minute walk of Casa Courtyard Boutique Stay.
lmk_0725,cty_7fc82336,Ooty Cultural Craft Lane,bazaar,11.351671,76.737304,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0726,cty_7fc82336,Ooty Botanical Leisure Garden,park,11.364392,76.749207,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0727,cty_f288c6a0,Pondicherry District Metro Link,transit_hub,11.90709,79.833566,Rapid transit access within a 5-minute walk of The Old Mahal Resort.
lmk_0728,cty_f288c6a0,Pondicherry Cultural Craft Lane,bazaar,11.912237,79.839193,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0729,cty_f288c6a0,Pondicherry Botanical Leisure Garden,park,11.906458,79.840255,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0730,cty_f288c6a0,Pondicherry District Metro Link,transit_hub,11.871247,79.841834,Rapid transit access within a 5-minute walk of Villa Verandah Resort.
lmk_0731,cty_f288c6a0,Pondicherry Cultural Craft Lane,bazaar,11.875694,79.843824,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0732,cty_f288c6a0,Pondicherry Botanical Leisure Garden,park,11.86899,79.852582,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0733,cty_f288c6a0,Pondicherry District Metro Link,transit_hub,11.966646,79.775065,Rapid transit access within a 5-minute walk of Amber Manor & Spa.
lmk_0734,cty_f288c6a0,Pondicherry Cultural Craft Lane,bazaar,11.970716,79.78448,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0735,cty_f288c6a0,Pondicherry Botanical Leisure Garden,park,11.956883,79.783526,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0736,cty_f288c6a0,Pondicherry District Metro Link,transit_hub,11.961896,79.855592,Rapid transit access within a 5-minute walk of Heritage Meadows Boutique Stay.
lmk_0737,cty_f288c6a0,Pondicherry Cultural Craft Lane,bazaar,11.968707,79.865003,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0738,cty_f288c6a0,Pondicherry Botanical Leisure Garden,park,11.956619,79.85306,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0739,cty_f288c6a0,Pondicherry District Metro Link,transit_hub,11.972969,79.793275,Rapid transit access within a 5-minute walk of The Sarovar Inn.
lmk_0740,cty_f288c6a0,Pondicherry Cultural Craft Lane,bazaar,11.97725,79.784368,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0741,cty_f288c6a0,Pondicherry Botanical Leisure Garden,park,11.980945,79.784656,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0742,cty_7f673457,Thanjavur District Metro Link,transit_hub,10.785229,79.184498,Rapid transit access within a 5-minute walk of Riverside Kothi Suites.
lmk_0743,cty_7f673457,Thanjavur Cultural Craft Lane,bazaar,10.774953,79.1829,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0744,cty_7f673457,Thanjavur Botanical Leisure Garden,park,10.785321,79.189495,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0745,cty_7f673457,Thanjavur District Metro Link,transit_hub,10.810265,79.165557,Rapid transit access within a 5-minute walk of Hillview Bungalow Homestay.
lmk_0746,cty_7f673457,Thanjavur Cultural Craft Lane,bazaar,10.809659,79.178564,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0747,cty_7f673457,Thanjavur Botanical Leisure Garden,park,10.807908,79.161542,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0748,cty_7f673457,Thanjavur District Metro Link,transit_hub,10.773119,79.091281,Rapid transit access within a 5-minute walk of Indigo Verandah Homestay.
lmk_0749,cty_7f673457,Thanjavur Cultural Craft Lane,bazaar,10.774823,79.098754,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0750,cty_7f673457,Thanjavur Botanical Leisure Garden,park,10.78935,79.087212,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0751,cty_7f673457,Thanjavur District Metro Link,transit_hub,10.718965,79.090081,Rapid transit access within a 5-minute walk of Hotel Kothi & Spa.
lmk_0752,cty_7f673457,Thanjavur Cultural Craft Lane,bazaar,10.72836,79.096827,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0753,cty_7f673457,Thanjavur Botanical Leisure Garden,park,10.726079,79.078308,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0754,cty_7f673457,Thanjavur District Metro Link,transit_hub,10.742285,79.158115,Rapid transit access within a 5-minute walk of The Old Regency Inn.
lmk_0755,cty_7f673457,Thanjavur Cultural Craft Lane,bazaar,10.75332,79.154268,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0756,cty_7f673457,Thanjavur Botanical Leisure Garden,park,10.740425,79.155251,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0757,cty_8b6b1652,Kochi District Metro Link,transit_hub,9.970106,76.276129,Rapid transit access within a 5-minute walk of Palm Mahal Inn.
lmk_0758,cty_8b6b1652,Kochi Cultural Craft Lane,bazaar,9.968806,76.283267,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0759,cty_8b6b1652,Kochi Botanical Leisure Garden,park,9.974542,76.270335,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0760,cty_8b6b1652,Kochi District Metro Link,transit_hub,9.99101,76.235196,Rapid transit access within a 5-minute walk of Casa Bungalow Boutique Stay.
lmk_0761,cty_8b6b1652,Kochi Cultural Craft Lane,bazaar,9.983801,76.226472,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0762,cty_8b6b1652,Kochi Botanical Leisure Garden,park,9.99712,76.222558,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0763,cty_8b6b1652,Kochi District Metro Link,transit_hub,9.896742,76.259118,Rapid transit access within a 5-minute walk of Amber Bagh Resort.
lmk_0764,cty_8b6b1652,Kochi Cultural Craft Lane,bazaar,9.892783,76.24853,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0765,cty_8b6b1652,Kochi Botanical Leisure Garden,park,9.894782,76.266467,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0766,cty_8b6b1652,Kochi District Metro Link,transit_hub,9.909815,76.240508,Rapid transit access within a 5-minute walk of Amber Bungalow Resort.
lmk_0767,cty_8b6b1652,Kochi Cultural Craft Lane,bazaar,9.918605,76.248292,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0768,cty_8b6b1652,Kochi Botanical Leisure Garden,park,9.911079,76.238513,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0769,cty_8b6b1652,Kochi District Metro Link,transit_hub,9.985827,76.281984,Rapid transit access within a 5-minute walk of Amber Ghat House.
lmk_0770,cty_8b6b1652,Kochi Cultural Craft Lane,bazaar,9.974791,76.285821,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0771,cty_8b6b1652,Kochi Botanical Leisure Garden,park,9.986897,76.284094,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0772,cty_34bbfdfe,Alleppey District Metro Link,transit_hub,9.537632,76.3202,Rapid transit access within a 5-minute walk of The Verandah Heritage.
lmk_0773,cty_34bbfdfe,Alleppey Cultural Craft Lane,bazaar,9.529268,76.316883,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0774,cty_34bbfdfe,Alleppey Botanical Leisure Garden,park,9.541004,76.307643,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0775,cty_34bbfdfe,Alleppey District Metro Link,transit_hub,9.546201,76.38558,Rapid transit access within a 5-minute walk of The Old Residency.
lmk_0776,cty_34bbfdfe,Alleppey Cultural Craft Lane,bazaar,9.544739,76.396288,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0777,cty_34bbfdfe,Alleppey Botanical Leisure Garden,park,9.537996,76.382155,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0778,cty_34bbfdfe,Alleppey District Metro Link,transit_hub,9.550594,76.341808,Rapid transit access within a 5-minute walk of Hotel Bagh Homestay.
lmk_0779,cty_34bbfdfe,Alleppey Cultural Craft Lane,bazaar,9.54577,76.342352,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0780,cty_34bbfdfe,Alleppey Botanical Leisure Garden,park,9.561096,76.347532,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0781,cty_34bbfdfe,Alleppey District Metro Link,transit_hub,9.557761,76.300074,Rapid transit access within a 5-minute walk of Royal Nest Inn.
lmk_0782,cty_34bbfdfe,Alleppey Cultural Craft Lane,bazaar,9.561714,76.301805,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0783,cty_34bbfdfe,Alleppey Botanical Leisure Garden,park,9.558939,76.28375,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0784,cty_34bbfdfe,Alleppey District Metro Link,transit_hub,9.46265,76.359885,Rapid transit access within a 5-minute walk of Garden Niwas Resort.
lmk_0785,cty_34bbfdfe,Alleppey Cultural Craft Lane,bazaar,9.461657,76.357468,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0786,cty_34bbfdfe,Alleppey Botanical Leisure Garden,park,9.470887,76.351628,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0787,cty_d401ef6b,Munnar District Metro Link,transit_hub,10.076388,77.02967,Rapid transit access within a 5-minute walk of Lake Sanctuary Heritage.
lmk_0788,cty_d401ef6b,Munnar Cultural Craft Lane,bazaar,10.080664,77.029164,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0789,cty_d401ef6b,Munnar Botanical Leisure Garden,park,10.075695,77.034718,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0790,cty_d401ef6b,Munnar District Metro Link,transit_hub,10.088003,77.046582,Rapid transit access within a 5-minute walk of Villa Terraces Suites.
lmk_0791,cty_d401ef6b,Munnar Cultural Craft Lane,bazaar,10.080951,77.048218,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
